Age,AgeA,AgeB,AgeC,AgeD,Ed,LowEd,HighEd,Wantsmore,MoreYes,MoreNo,CountNotusing,Using,Percentuse,UsingMultiClass,UsingBinom
<25,1,0,0,0,high,0,1,no,0,1,50,10,0.2,Low,0
<25,1,0,0,0,high,0,1,no,0,1,50,10,0.2,Low,0
<25,1,0,0,0,high,0,1,no,0,1,50,10,0.2,Low,0
<25,1,0,0,0,high,0,1,no,0,1,50,10,0.2,Low,0
<25,1,0,0,0,high,0,1,no,0,1,50,10,0.2,Low,0
<25,1,0,0,0,high,0,1,no,0,1,50,10,0.2,Low,0
<25,1,0,0,0,high,0,1,no,0,1,50,10,0.2,Low,0
<25,1,0,0,0,high,0,1,no,0,1,50,10,0.2,Low,0
<25,1,0,0,0,high,0,1,no,0,1,50,10,0.2,Low,0
<25,1,0,0,0,high,0,1,no,0,1,50,10,0.2,Low,0
<25,1,0,0,0,high,0,1,no,0,1,50,10,0.2,Low,0
<25,1,0,0,0,high,0,1,no,0,1,50,10,0.2,Low,0
<25,1,0,0,0,high,0,1,no,0,1,50,10,0.2,Low,0
<25,1,0,0,0,high,0,1,no,0,1,50,10,0.2,Low,0
<25,1,0,0,0,high,0,1,no,0,1,50,10,0.2,Low,0
<25,1,0,0,0,high,0,1,no,0,1,50,10,0.2,Low,0
<25,1,0,0,0,high,0,1,no,0,1,50,10,0.2,Low,0
<25,1,0,0,0,high,0,1,no,0,1,50,10,0.2,Low,0
<25,1,0,0,0,high,0,1,no,0,1,50,10,0.2,Low,0
<25,1,0,0,0,high,0,1,no,0,1,50,10,0.2,Low,1
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,1
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,1
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,1
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,1
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,1
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,1
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,1
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,1
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,1
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,1
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,1
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,1
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,1
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,1
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
25-29,0,1,0,0,low,1,0,yes,1,0,60,14,0.233333333,Low,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,1
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
